"transactionid","timestampsec","customerid","item","description","retail_price"
"110653","2016-12-11 11:26:46","300000351","5736433915","Mattress Cover","65.78"
"110652","2016-12-11 11:25:32","100000346","9166887914","Sweater","95.76"
"110651","2016-12-11 11:22:46","200000587","8586814459","Gown & Robe Set","65.64"
"110650","2016-12-11 11:21:51","300000615","7425260271","Mattress Cover","35.44"
"110649","2016-12-11 11:21:37","100000298","4934584980","Nylon Pants","55.86"
"110648","2016-12-11 11:21:13","100000187","6660530324","Washcloth","35.14"
"110647","2016-12-11 11:20:18","200000481","3819369487","Dish Towel","7.84"
"110646","2016-12-11 11:19:41","200000260","8713824671","Infant 2 Piece Set","48.6"
"110645","2016-12-11 11:19:27","300000469","3132788435","Coat","30.06"
"110644","2016-12-11 11:17:44","100000344","6917448328","Socks","8.82"
"110643","2016-12-11 11:17:41","400000625","4681342313","Sheets","29.9"
"110642","2016-12-11 11:16:52","100000559","9166887914","Sweater","95.76"
"110641","2016-12-11 11:16:29","100000901","4681342313","Sheets","29.9"
"110640","2016-12-11 11:15:43","100000088","9873264896","Hat","10.89"
"110639","2016-12-11 11:15:26","200000659","6661671897","Swimwear","50.83"
"110638","2016-12-11 11:14:50","100000282","9195451761","Hand Towel","51.66"
"110637","2016-12-11 11:14:48","100000216","1319286996","Gowns/Pajamas","47.43"
"110636","2016-12-11 11:14:11","100000057","6962492078","Bath Mat","37.31"
"110635","2016-12-11 11:13:55","100000744","1940915493","Long Gown","68.77"
"110634","2016-12-11 11:13:34","100000936","6991736764","Pillow Sham","19.8"
"110633","2016-12-11 11:12:03","200000262","2557931901","Short Gown","47.76"
"110632","2016-12-11 11:11:58","300000752","8058527540","Jeans","35.91"
"110631","2016-12-11 11:11:07","100000139","5608950888","Suit & 2 pc Dress","112.35"
"110630","2016-12-11 11:10:22","200000106","1489444777","Short Gown","131.12"
"110629","2016-12-11 11:09:56","100000894","9166887914","Sweater","95.76"
"110628","2016-12-11 11:08:42","300000729","8624682735","Coat","77.77"
"110627","2016-12-11 11:07:53","200000819","6388591017","Baby Quilt","100.68"
"110626","2016-12-11 11:05:03","100000020","1336619171","Slacks","63.84"
"110625","2016-12-11 11:03:34","200000415","9195451761","Hand Towel","51.66"
"110624","2016-12-11 11:02:50","100000563","6182617964","Long Gown","97.11"
"110623","2016-12-11 11:01:36","100000369","7010679527","Blanket","63.84"
"110622","2016-12-11 11:00:36","400000770","3890778939","Suit & 2 pc Dress","125.16"
"110621","2016-12-11 10:59:58","300000366","2557931901","Short Gown","47.76"
"110620","2016-12-11 10:58:45","100000435","3135576553","Underwear","5.88"
"110619","2016-12-11 10:54:53","100000316","9223468295","Bath Mat","23.88"
"110618","2016-12-11 10:53:22","200000068","1893735141","Socks","115.5"
"110617","2016-12-11 10:53:20","100000338","8438262686","Robe","29.88"
"110616","2016-12-11 10:53:16","300000512","8694351166","Chair Cover","38.87"
"110615","2016-12-11 10:53:02","300000597","6182617964","Long Gown","97.11"
"110614","2016-12-11 10:52:48","300000813","5153370805","Shorts","43.96"
"110613","2016-12-11 10:52:33","100000402","5736433915","Mattress Cover","65.78"
"110612","2016-12-11 10:51:33","100000381","7645888340","Bath Mat","5.6"
"110611","2016-12-11 10:51:22","200000774","1160651321","Coat","93.9"
"110610","2016-12-11 10:49:55","100000234","2210750188","Blazer","119.76"
"110609","2016-12-11 10:49:03","300000598","5608950888","Suit & 2 pc Dress","112.35"
"110608","2016-12-11 10:45:37","400000756","3132788435","Coat","30.06"
"110607","2016-12-11 10:44:59","300000553","4327321762","Dress","69.75"
"110606","2016-12-11 10:44:18","100000841","1489444777","Short Gown","131.12"
"110605","2016-12-11 10:43:45","100000723","4574639519","Jeans","14.5"
"110604","2016-12-11 10:41:20","300000364","6511971572","Sleeping Bag","47.88"
"110603","2016-12-11 10:41:18","200000834","6991736764","Pillow Sham","19.8"
"110602","2016-12-11 10:40:52","300000593","6988128169","Handbag","25.44"
"110601","2016-12-11 10:40:12","100000127","3405268556","Handbag","114.77"
"110600","2016-12-11 10:39:37","200000463","5480721202","Shirt","67.83"
"110599","2016-12-11 10:38:55","200000067","8619953091","Pillowcase","18.96"
"110598","2016-12-11 10:37:41","100000693","6265788387","Commode Cover","58.1"
"110597","2016-12-11 10:35:00","100000401","8058527540","Jeans","35.91"
"110596","2016-12-11 10:33:36","100000413","7425260271","Mattress Cover","35.44"
"110595","2016-12-11 10:33:24","300000652","9916068026","Gowns/Pajamas","118.14"
"110594","2016-12-11 10:32:48","100000308","9862518267","Socks","10.84"
"110593","2016-12-11 10:30:10","100000323","7425260271","Mattress Cover","35.44"
"110592","2016-12-11 10:29:45","100000078","5127562193","Robe","95.76"
"110591","2016-12-11 10:25:18","200000810","1082405301","Blazer","119.76"
"110590","2016-12-11 10:24:37","100000127","2178891798","Hand Towel","18.17"
"110589","2016-12-11 10:23:18","200000535","3750666773","Waterbed Sheet","79.8"
"110588","2016-12-11 10:22:41","200000210","2557931901","Short Gown","47.76"
"110587","2016-12-11 10:21:45","200000866","8058527540","Jeans","35.91"
"110586","2016-12-11 10:15:25","200000065","9916068026","Gowns/Pajamas","118.14"
"110585","2016-12-11 10:13:30","200000257","7270957383","Scarf","29.85"
"110584","2016-12-11 10:12:31","100000543","1319286996","Gowns/Pajamas","47.43"
"110583","2016-12-11 10:10:44","300000913","2153011099","Gown & Robe Set","99.8"
"110582","2016-12-11 10:09:16","100000219","9280265561","Coat/Jacket","59.85"
"110581","2016-12-11 10:09:15","200000267","1893735141","Socks","115.5"
"110580","2016-12-11 10:08:57","300000366","8586814459","Gown & Robe Set","65.64"
"110579","2016-12-11 10:07:55","100000138","8713824671","Infant 2 Piece Set","48.6"
"110578","2016-12-11 10:07:43","100000151","6388591017","Baby Quilt","100.68"
"110577","2016-12-11 10:07:15","100000252","9166887914","Sweater","95.76"
"110576","2016-12-11 10:07:09","200000257","3390230025","Top","33.48"
"110575","2016-12-11 10:05:54","200000522","3382973348","Top","81.76"
"110574","2016-12-11 10:04:28","200000406","3495221948","Suit & 2 pc Dress","38.12"
"110573","2016-12-11 10:03:41","200000067","6988128169","Handbag","25.44"
"110572","2016-12-11 10:03:27","100000287","2363094138","Short Overalls","71.82"
"110571","2016-12-11 10:03:24","100000917","1319286996","Gowns/Pajamas","47.43"
"110570","2016-12-11 10:02:39","100000001","4619440506","Shorts","69.75"
"110569","2016-12-11 10:01:16","100000859","3962085980","Sleeper","61.38"
"110568","2016-12-11 10:01:14","200000414","7833392032","Skirt","55.86"
"110567","2016-12-11 10:00:42","400000431","9223468295","Bath Mat","23.88"
"110566","2016-12-11 10:00:29","100000708","8058527540","Jeans","35.91"
"110565","2016-12-11 09:57:29","300000550","3452086694","Bra","38.87"
"110564","2016-12-11 09:56:48","100000412","2491559336","Jeans","104.79"
"110563","2016-12-11 09:56:32","100000097","5509524170","Couch Cover","86.68"
"110562","2016-12-11 09:56:02","100000243","9862518267","Socks","10.84"
"110561","2016-12-11 09:53:55","100000575","2876522496","Jacket","99.8"
"110560","2016-12-11 09:53:18","200000353","2363094138","Short Overalls","71.82"
"110559","2016-12-11 09:52:17","200000533","4934584980","Nylon Pants","55.86"
"110558","2016-12-11 09:52:06","100000380","4619440506","Shorts","69.75"
"110557","2016-12-11 09:51:59","100000082","5608950888","Suit & 2 pc Dress","112.35"
"110556","2016-12-11 09:49:30","300000427","3405268556","Handbag","114.77"
"110555","2016-12-11 09:48:16","400000002","2963300774","Sweatshirt","75.81"
"110554","2016-12-11 09:47:36","300000777","3819369487","Dish Towel","7.84"
"110553","2016-12-11 09:46:44","100000172","1737807900","Tie","68.64"
"110552","2016-12-11 09:45:10","200000763","8619953091","Pillowcase","18.96"
"110551","2016-12-11 09:41:29","100000816","2782517448","Belt","45.77"
"110550","2016-12-11 09:40:52","300000468","2113413915","Shorts","59.33"
"110549","2016-12-11 09:39:54","100000133","4327321762","Dress","69.75"
"110548","2016-12-11 09:39:13","200000630","4934584980","Nylon Pants","55.86"
"110547","2016-12-11 09:38:06","100000380","2153011099","Gown & Robe Set","99.8"
"110546","2016-12-11 09:37:54","300000779","6660530324","Washcloth","35.14"
"110545","2016-12-11 09:37:21","300000634","8269421724","Long Overalls","124.75"
"110544","2016-12-11 09:36:55","200000333","8619953091","Pillowcase","18.96"
"110543","2016-12-11 09:36:13","100000218","1303837083","Suit","19.4"
"110542","2016-12-11 09:34:40","300000597","1489444777","Short Gown","131.12"
"110541","2016-12-11 09:32:44","100000562","3962085980","Sleeper","61.38"
"110540","2016-12-11 09:30:58","100000868","9873264896","Hat","10.89"
"110539","2016-12-11 09:29:15","100000476","8624682735","Coat","77.77"
"110538","2016-12-11 09:27:43","200000939","9916068026","Gowns/Pajamas","118.14"
"110537","2016-12-11 09:26:42","100000335","1082405301","Blazer","119.76"
"110536","2016-12-11 09:26:41","200000425","4291344502","Long Overalls","55.62"
"110535","2016-12-11 09:26:14","100000181","9862518267","Socks","10.84"
"110534","2016-12-11 09:25:00","100000369","1160651321","Coat","93.9"
"110533","2016-12-11 09:24:28","300000430","7463357829","Infant 2 Piece Set","49.8"
"110532","2016-12-11 09:24:08","100000901","7645689457","Apron","9.48"
"110531","2016-12-11 09:22:13","400000739","6265788387","Commode Cover","58.1"
"110530","2016-12-11 09:21:53","100000093","1284609276","Sweater","95.76"
"110529","2016-12-11 09:21:41","100000087","6182400847","Blazer","26.88"
"110528","2016-12-11 09:21:20","100000155","1319286996","Gowns/Pajamas","47.43"
"110527","2016-12-11 09:20:52","100000847","4291344502","Long Overalls","55.62"
"110526","2016-12-11 09:20:23","100000323","2210750188","Blazer","119.76"
"110525","2016-12-11 09:20:03","200000069","8713824671","Infant 2 Piece Set","48.6"
"110524","2016-12-11 09:19:46","200000747","3405268556","Handbag","114.77"
"110523","2016-12-11 09:19:11","100000874","9313710898","Dish Towel","32.23"
"110522","2016-12-11 09:18:33","100000126","7841340144","Shirt","29.4"
"110521","2016-12-11 09:17:19","100000243","3390230025","Top","33.48"
"110520","2016-12-11 09:16:10","100000889","7833392032","Skirt","55.86"
"110519","2016-12-11 09:15:45","100000042","1893735141","Socks","115.5"
"110518","2016-12-11 09:15:15","100000007","5736433915","Mattress Cover","65.78"
"110517","2016-12-11 09:14:12","200000415","8713824671","Infant 2 Piece Set","48.6"
"110516","2016-12-11 09:09:27","400000625","2248992375","Sweater","61.38"
"110515","2016-12-11 09:09:06","100000861","5145202479","Crib Sheet","9.9"
"110514","2016-12-11 09:08:34","100000229","8619953091","Pillowcase","18.96"
"110513","2016-12-11 09:08:29","100000498","9862518267","Socks","10.84"
"110512","2016-12-11 09:05:07","200000610","3126356136","Formal Dress","99.9"
"110511","2016-12-11 09:04:29","100000545","6182400847","Blazer","26.88"
"110510","2016-12-11 09:02:16","200000610","3962085980","Sleeper","61.38"
"110509","2016-12-11 09:01:31","200000819","3795753080","Jeans","38.1"
"110508","2016-12-11 08:55:17","300000366","6182617964","Long Gown","97.11"
"110507","2016-12-11 08:52:15","300000112","9313710898","Dish Towel","32.23"
"110506","2016-12-11 08:46:47","100000123","1336619171","Slacks","63.84"
"110505","2016-12-11 08:46:31","200000348","9195451761","Hand Towel","51.66"
"110504","2016-12-11 08:46:16","100000937","3819369487","Dish Towel","7.84"
"110503","2016-12-11 08:45:43","400000625","2020397001","Men's Pajama Set","23.1"
"110502","2016-12-11 08:45:17","100000276","8213207925","Underwear & Boxers","23.76"
"110501","2016-12-11 08:42:55","200000370","1082405301","Blazer","119.76"
"110500","2016-12-11 08:42:15","100000299","4681342313","Sheets","29.9"
"110499","2016-12-11 08:38:53","100000838","5310615417","Tie","41.79"
"110498","2016-12-11 08:37:53","100000329","3123824581","Sweatpants","43.89"
"110497","2016-12-11 08:37:53","400000540","6697166886","Coat","159.8"
"110496","2016-12-11 08:37:00","300000614","8213207925","Underwear & Boxers","23.76"
"110495","2016-12-11 08:32:14","100000788","5509524170","Couch Cover","86.68"
"110494","2016-12-11 08:31:39","100000566","1489444777","Short Gown","131.12"
"110493","2016-12-11 08:26:59","400000450","5127562193","Robe","95.76"
"110492","2016-12-11 08:24:58","100000025","7690258628","Baby Blanket","21.93"
"110491","2016-12-11 08:22:52","300000358","5480721202","Shirt","67.83"
"110490","2016-12-11 08:21:37","100000214","3123824581","Sweatpants","43.89"
"110489","2016-12-11 08:21:21","100000519","4681342313","Sheets","29.9"
"110488","2016-12-11 08:20:09","100000627","2355020550","Sweater","67.92"
"110487","2016-12-11 08:19:12","100000860","8438262686","Robe","29.88"
"110486","2016-12-11 08:19:06","100000200","1319286996","Gowns/Pajamas","47.43"
"110485","2016-12-11 08:19:02","300000009","4327321762","Dress","69.75"
"110484","2016-12-11 08:17:31","100000925","2248992375","Sweater","61.38"
"110483","2016-12-11 08:13:32","200000910","8713824671","Infant 2 Piece Set","48.6"
"110482","2016-12-11 08:12:42","400000691","2363094138","Short Overalls","71.82"
"110481","2016-12-11 08:10:34","400000075","6988128169","Handbag","25.44"
"110480","2016-12-11 08:10:32","100000889","2557931901","Short Gown","47.76"
"110479","2016-12-11 08:10:16","100000240","8241463559","Wallet","49.75"
"110478","2016-12-11 08:07:55","100000229","2178891798","Hand Towel","18.17"
"110477","2016-12-11 08:07:54","100000157","4574639519","Jeans","14.5"
"110476","2016-12-11 08:06:52","300000238","2355020550","Sweater","67.92"
"110475","2016-12-11 08:05:49","100000219","6182617964","Long Gown","97.11"
"110474","2016-12-11 08:05:17","200000370","8438262686","Robe","29.88"
"110473","2016-12-11 08:04:14","100000808","9313710898","Dish Towel","32.23"
"110472","2016-12-11 08:02:39","100000057","4327321762","Dress","69.75"
"110471","2016-12-11 08:02:28","200000623","8694351166","Chair Cover","38.87"
"110470","2016-12-11 08:02:13","100000848","6265788387","Commode Cover","58.1"
"110469","2016-12-11 08:02:10","200000484","2491559336","Jeans","104.79"
"110468","2016-12-11 08:00:01","200000589","4391642886","Men's Pajama Set","83.79"
"110467","2016-12-11 07:59:45","100000869","6988128169","Handbag","25.44"
"110466","2016-12-11 07:57:58","100000902","4934584980","Nylon Pants","55.86"
"110465","2016-12-11 07:57:21","400000396","9538578209","Dress","87.36"
"110464","2016-12-11 07:57:16","100000242","9280265561","Coat/Jacket","59.85"
"110463","2016-12-11 07:56:29","100000119","1319286996","Gowns/Pajamas","47.43"
"110462","2016-12-11 07:53:32","300000168","3305177499","Coveralls (long sleeve)","95.88"
"110461","2016-12-11 07:51:57","100000885","5509524170","Couch Cover","86.68"
"110460","2016-12-11 07:50:07","300000006","5153370805","Shorts","43.96"
"110459","2016-12-11 07:48:57","100000224","6917448328","Socks","8.82"
"110458","2016-12-11 07:43:26","100000278","6962492078","Bath Mat","37.31"
"110457","2016-12-11 07:42:39","100000051","4574639519","Jeans","14.5"
"110456","2016-12-11 07:42:02","200000070","7833392032","Skirt","55.86"
"110455","2016-12-11 07:40:32","100000283","4622769035","Short Gown","78"
"110454","2016-12-11 07:39:19","100000146","9873264896","Hat","10.89"
"110453","2016-12-11 07:39:09","100000898","1988250904","Coat","74.16"
"110452","2016-12-11 07:36:36","100000862","2355020550","Sweater","67.92"
"110451","2016-12-11 07:36:25","100000080","6962492078","Bath Mat","37.31"
"110450","2016-12-11 07:35:20","300000732","3135576553","Underwear","5.88"
"110449","2016-12-11 07:32:38","100000446","9870137717","Crib Sheet","53.9"
"110448","2016-12-11 07:31:57","100000401","2588421965","Commode Cover","15.84"
"110447","2016-12-11 07:28:37","100000220","6991736764","Pillow Sham","19.8"
"110446","2016-12-11 07:27:28","200000896","3795753080","Jeans","38.1"
"110445","2016-12-11 07:24:59","400000795","8438262686","Robe","29.88"
"110444","2016-12-11 07:24:18","300000633","2782517448","Belt","45.77"
"110443","2016-12-11 07:24:07","100000877","8269421724","Long Overalls","124.75"
"110442","2016-12-11 07:23:27","300000340","7690258628","Baby Blanket","21.93"
"110441","2016-12-11 07:23:10","300000074","3962085980","Sleeper","61.38"
"110440","2016-12-11 07:21:49","300000778","4538875409","Couch Cover","79.8"
"110439","2016-12-11 07:21:25","300000650","6182617964","Long Gown","97.11"
"110438","2016-12-11 07:19:25","100000604","7010679527","Blanket","63.84"
"110437","2016-12-11 07:17:51","100000163","8586814459","Gown & Robe Set","65.64"
"110436","2016-12-11 07:17:16","100000227","8058527540","Jeans","35.91"
"110434","2016-12-11 07:12:05","100000566","4622769035","Short Gown","78"
"110433","2016-12-11 07:12:00","100000219","7833392032","Skirt","55.86"
"110432","2016-12-11 07:11:08","100000059","9280265561","Coat/Jacket","59.85"
"110431","2016-12-11 07:09:53","100000489","2926937052","Washcloth","10.78"
"110430","2016-12-11 07:09:14","400000515","1303837083","Suit","19.4"
"110429","2016-12-11 07:07:56","100000838","4574639519","Jeans","14.5"
"110428","2016-12-11 07:05:45","300000531","2782517448","Belt","45.77"
"110427","2016-12-11 07:05:37","100000761","2430071492","Dust Ruffle","41.86"
"110426","2016-12-11 07:05:15","200000866","2926937052","Washcloth","10.78"
"110425","2016-12-11 07:03:07","400000113","8948840620","Gloves","19.8"
"110424","2016-12-11 07:02:51","100000806","6697166886","Coat","159.8"
"110423","2016-12-11 07:00:39","100000928","8675740287","Baby Quilt","47.76"
"110422","2016-12-11 07:00:04","100000380","4538875409","Couch Cover","79.8"
"110421","2016-12-11 07:00:03","200000664","8619953091","Pillowcase","18.96"
"110420","2016-12-11 06:59:53","100000616","5509524170","Couch Cover","86.68"
"110419","2016-12-11 06:58:42","200000585","1489444777","Short Gown","131.12"
"110418","2016-12-11 06:57:56","100000296","6697166886","Coat","159.8"
"110417","2016-12-11 06:55:26","200000939","6182617964","Long Gown","97.11"
"110416","2016-12-11 06:55:17","200000834","1284609276","Sweater","95.76"
"110415","2016-12-11 06:51:53","100000921","1988250904","Coat","74.16"
"110414","2016-12-11 06:51:29","100000134","2876522496","Jacket","99.8"
"110413","2016-12-11 06:50:26","100000036","9223468295","Bath Mat","23.88"
"110412","2016-12-11 06:48:32","100000325","1303837083","Suit","19.4"
"110411","2016-12-11 06:46:52","100000170","5050067655","Bottoms","66.96"
"110410","2016-12-11 06:46:31","100000400","1489444777","Short Gown","131.12"
"110409","2016-12-11 06:44:10","400000554","9223468295","Bath Mat","23.88"
"110408","2016-12-11 06:42:17","300000021","2178891798","Hand Towel","18.17"
"110407","2016-12-11 06:41:18","300000753","3123824581","Sweatpants","43.89"
"110406","2016-12-11 06:39:28","300000524","6548962456","Dust Ruffle","65.79"
"110405","2016-12-11 06:39:13","100000125","7833392032","Skirt","55.86"
"110404","2016-12-11 06:36:56","100000927","8143229140","Shower Shoes","27.86"
"110403","2016-12-11 06:36:11","100000157","7645888340","Bath Mat","5.6"
"110402","2016-12-11 06:35:04","300000079","3750666773","Waterbed Sheet","79.8"
"110401","2016-12-11 06:34:55","200000390","9916068026","Gowns/Pajamas","118.14"
"110400","2016-12-11 06:34:36","100000627","2210750188","Blazer","119.76"
"110399","2016-12-11 06:34:13","200000715","6697166886","Coat","159.8"
"110398","2016-12-11 06:33:59","300000636","2491559336","Jeans","104.79"
"110397","2016-12-11 06:32:44","100000563","6182617964","Long Gown","97.11"
"110396","2016-12-11 06:32:06","100000922","8213207925","Underwear & Boxers","23.76"
"110395","2016-12-11 06:30:28","200000264","9870137717","Crib Sheet","53.9"
"110394","2016-12-11 06:28:54","300000428","4622769035","Short Gown","78"
"110393","2016-12-11 06:28:08","300000779","6661671897","Swimwear","50.83"
"110392","2016-12-11 06:27:41","100000213","3126356136","Formal Dress","99.9"
"110391","2016-12-11 06:27:14","100000179","6697166886","Coat","159.8"
"110390","2016-12-11 06:24:31","100000202","4574639519","Jeans","14.5"
"110389","2016-12-11 06:23:30","100000502","3405268556","Handbag","114.77"
"110388","2016-12-11 06:16:22","300000666","5145202479","Crib Sheet","9.9"
"110387","2016-12-11 06:14:38","200000352","2430071492","Dust Ruffle","41.86"
"110386","2016-12-11 06:12:10","200000425","2020397001","Men's Pajama Set","23.1"
"110385","2016-12-11 06:11:22","200000210","9195451761","Hand Towel","51.66"
"110384","2016-12-11 06:10:40","100000223","9870137717","Crib Sheet","53.9"
"110383","2016-12-11 06:08:37","100000921","6648383061","Long Slip","27.86"
"110382","2016-12-11 06:07:36","200000887","3132788435","Coat","30.06"
"110381","2016-12-11 06:05:43","100000177","2113413915","Shorts","59.33"
"110380","2016-12-11 06:04:57","200000819","4391642886","Men's Pajama Set","83.79"
"110379","2016-12-11 06:03:02","200000682","7010679527","Blanket","63.84"
"110378","2016-12-11 06:02:00","400000114","7502168586","Baby Quilt","38.06"
"110377","2016-12-11 06:01:46","200000662","3795753080","Jeans","38.1"
"110376","2016-12-11 06:01:33","200000911","3382973348","Top","81.76"
"110375","2016-12-11 06:01:15","100000308","9166887914","Sweater","95.76"
"110374","2016-12-11 05:59:30","200000800","2363094138","Short Overalls","71.82"
"110373","2016-12-11 05:57:50","200000070","2430071492","Dust Ruffle","41.86"
"110372","2016-12-11 05:56:47","100000628","4391642886","Men's Pajama Set","83.79"
"110371","2016-12-11 05:54:52","100000146","4291344502","Long Overalls","55.62"
"110370","2016-12-11 05:54:30","300000528","8241463559","Wallet","49.75"
"110369","2016-12-11 05:54:05","100000028","7270957383","Scarf","29.85"
"110368","2016-12-11 05:53:36","300000364","9862518267","Socks","10.84"
"110367","2016-12-11 05:53:25","200000503","3750666773","Waterbed Sheet","79.8"
"110366","2016-12-11 05:51:42","200000674","7425260271","Mattress Cover","35.44"
"110365","2016-12-11 05:51:40","300000635","1336619171","Slacks","63.84"
"110364","2016-12-11 05:50:45","100000695","4538875409","Couch Cover","79.8"
"110363","2016-12-11 05:49:44","300000004","4538875409","Couch Cover","79.8"
"110362","2016-12-11 05:49:38","200000792","7645689457","Apron","9.48"
"110361","2016-12-11 05:48:16","200000800","8624682735","Coat","77.77"
"110360","2016-12-11 05:47:20","300000551","3132788435","Coat","30.06"
"110359","2016-12-11 05:45:30","100000316","4619440506","Shorts","69.75"
"110358","2016-12-11 05:44:56","300000427","9195451761","Hand Towel","51.66"
"110357","2016-12-11 05:44:28","200000591","4291344502","Long Overalls","55.62"
"110356","2016-12-11 05:44:16","100000564","3890778939","Suit & 2 pc Dress","125.16"
"110355","2016-12-11 05:43:01","300000777","2782517448","Belt","45.77"
"110354","2016-12-11 05:42:16","300000595","9870137717","Crib Sheet","53.9"
"110353","2016-12-11 05:41:22","100000116","5608950888","Suit & 2 pc Dress","112.35"
"110352","2016-12-11 05:41:10","200000924","5857761910","Gowns/Pajamas","28.14"
"110351","2016-12-11 05:40:46","300000768","7502168586","Baby Quilt","38.06"
"110350","2016-12-11 05:40:08","100000025","3126356136","Formal Dress","99.9"
"110349","2016-12-11 05:38:49","100000057","3795753080","Jeans","38.1"
"110348","2016-12-11 05:34:10","100000281","1737807900","Tie","68.64"
"110347","2016-12-11 05:32:01","200000100","8675740287","Baby Quilt","47.76"
"110346","2016-12-11 05:31:02","200000076","3452086694","Bra","38.87"
"110345","2016-12-11 05:29:36","200000623","2178891798","Hand Towel","18.17"
"110344","2016-12-11 05:29:01","100000679","2963300774","Sweatshirt","75.81"
"110343","2016-12-11 05:28:09","100000917","1160651321","Coat","93.9"
"110342","2016-12-11 05:27:40","400000449","3795753080","Jeans","38.1"
"110341","2016-12-11 05:26:48","200000630","9870137717","Crib Sheet","53.9"
"110340","2016-12-11 05:25:56","200000407","5509524170","Couch Cover","86.68"
"110339","2016-12-11 05:25:37","100000306","4924918902","T-shirt","62.79"
"110338","2016-12-11 05:24:20","300000668","8058527540","Jeans","35.91"
"110337","2016-12-11 05:23:13","300000599","3123824581","Sweatpants","43.89"
"110336","2016-12-11 05:22:20","200000671","9166887914","Sweater","95.76"
"110335","2016-12-11 05:20:34","200000588","2020397001","Men's Pajama Set","23.1"
"110334","2016-12-11 05:19:19","400000601","9195451761","Hand Towel","51.66"
"110333","2016-12-11 05:18:58","100000542","6917448328","Socks","8.82"
"110332","2016-12-11 05:18:19","300000509","7841340144","Shirt","29.4"
"110331","2016-12-11 05:17:46","100000225","6991736764","Pillow Sham","19.8"
"110330","2016-12-11 05:17:36","100000816","9916068026","Gowns/Pajamas","118.14"
"110329","2016-12-11 05:17:07","200000660","2178891798","Hand Towel","18.17"
"110328","2016-12-11 05:15:38","200000264","5509524170","Couch Cover","86.68"
"110327","2016-12-11 05:15:25","200000295","6988128169","Handbag","25.44"
"110326","2016-12-11 05:14:32","100000545","5187883584","Dish Towel","49.5"
"110325","2016-12-11 05:11:35","100000125","6991736764","Pillow Sham","19.8"
"110324","2016-12-11 05:07:22","400000769","5480721202","Shirt","67.83"
"110323","2016-12-11 05:05:08","300000615","4619440506","Shorts","69.75"
"110322","2016-12-11 05:04:58","100000445","7425260271","Mattress Cover","35.44"
"110321","2016-12-11 05:04:19","100000201","8619953091","Pillowcase","18.96"
"110320","2016-12-11 04:59:08","200000018","8438262686","Robe","29.88"
"110319","2016-12-11 04:58:11","100000169","1489444777","Short Gown","131.12"
"110318","2016-12-11 04:57:47","200000072","4574639519","Jeans","14.5"
"110317","2016-12-11 04:56:44","300000494","2430071492","Dust Ruffle","41.86"
"110316","2016-12-11 04:56:20","100000244","1319286996","Gowns/Pajamas","47.43"
"110315","2016-12-11 04:54:47","100000788","9730446421","Blazer","103.3"
"110314","2016-12-11 04:53:04","100000290","7841340144","Shirt","29.4"
"110313","2016-12-11 04:48:56","100000832","4538875409","Couch Cover","79.8"
"110312","2016-12-11 04:45:11","200000481","4934584980","Nylon Pants","55.86"
"110311","2016-12-11 04:44:11","400000720","8624682735","Coat","77.77"
"110310","2016-12-11 04:42:39","300000732","9916068026","Gowns/Pajamas","118.14"
"110309","2016-12-11 04:40:23","200000701","7270957383","Scarf","29.85"
"110308","2016-12-11 04:38:24","100000878","3795753080","Jeans","38.1"
"110307","2016-12-11 04:34:40","200000371","2491559336","Jeans","104.79"
"110306","2016-12-11 04:33:34","200000389","3126356136","Formal Dress","99.9"
"110305","2016-12-11 04:31:37","100000319","2355020550","Sweater","67.92"
"110304","2016-12-11 04:31:36","100000825","4924918902","T-shirt","62.79"
"110303","2016-12-11 04:31:15","100000437","8438262686","Robe","29.88"
"110302","2016-12-11 04:30:26","100000436","3495221948","Suit & 2 pc Dress","38.12"
"110301","2016-12-11 04:29:35","100000412","2240469836","Slippers","35.82"
"110300","2016-12-11 04:27:35","100000095","2355020550","Sweater","67.92"
"110299","2016-12-11 04:26:20","400000829","3452086694","Bra","38.87"
"110298","2016-12-11 04:25:29","200000671","4391642886","Men's Pajama Set","83.79"
"110297","2016-12-11 04:20:12","200000941","8241463559","Wallet","49.75"
"110296","2016-12-11 04:19:54","200000356","8241463559","Wallet","49.75"
"110295","2016-12-11 04:18:24","100000310","5509524170","Couch Cover","86.68"
"110294","2016-12-11 04:15:20","100000239","4584868492","T-shirt","61.38"
"110293","2016-12-11 04:15:05","100000869","4291344502","Long Overalls","55.62"
"110292","2016-12-11 04:14:54","100000923","5857761910","Gowns/Pajamas","28.14"
"110291","2016-12-11 04:14:26","100000203","7645689457","Apron","9.48"
"110290","2016-12-11 04:11:24","200000461","3123824581","Sweatpants","43.89"
"110289","2016-12-11 04:11:02","400000706","8675740287","Baby Quilt","47.76"
"110288","2016-12-11 04:09:19","300000395","4924918902","T-shirt","62.79"
"110287","2016-12-11 04:08:35","200000166","9730446421","Blazer","103.3"
"110286","2016-12-11 04:06:22","100000329","6182617964","Long Gown","97.11"
"110285","2016-12-11 04:05:14","100000232","4681342313","Sheets","29.9"
"110284","2016-12-11 04:04:57","300000815","3256419181","Short Slip","102"
"110283","2016-12-11 04:02:38","100000150","4398051135","Bra","6"
"110282","2016-12-11 04:02:23","100000062","3750666773","Waterbed Sheet","79.8"
"110281","2016-12-11 04:02:20","100000055","4619440506","Shorts","69.75"
